h	r	t
Q271810	P3373	Q298808
Q271810	P40	Q2177415
Q271810	P40	Q2013847
Q274732	P22	Q936976
Q274732	P25	Q182021
Q274732	P26	Q691402
Q274732	P40	Q552232
Q274732	P40	Q152549
Q274732	P40	Q75286631
Q274732	P40	Q75286634
Q274732	P40	Q75286635
Q274732	P40	Q75286638
Q274732	P40	Q75286639
Q274732	P40	Q75286636
Q274732	P3373	Q848615
Q274732	P3373	Q1083398
Q274732	P3373	Q3663505
Q274732	P3373	Q303843
Q274732	P3373	Q644635
Q274732	P3373	Q737533
Q274732	P3373	Q984647
Q274732	P3373	Q526731
Q274732	P3373	Q3175920
Q274732	P3373	Q2364464
Q274732	P1889	Q274709
Q3846996	P22	Q451408
Q3846996	P25	Q660020
Q3846996	P26	Q480455
Q3846996	P40	Q1962578
Q3846996	P40	Q65645762
Q3846996	P3373	Q231559
Q3846996	P3373	Q2721001
Q3846996	P3373	Q3847630
Q3846996	P3373	Q1449991
Q3846996	P3373	Q2628134
Q3846996	P3373	Q373236
Q3846996	P3373	Q461667
Q3846996	P3373	Q672446
Q3846996	P3373	Q118703
Q3846996	P3373	Q3387701
Q3846996	P3373	Q3167038
Q3846996	P3373	Q15973160
Q7528162	P40	Q7795362
Q7528162	P40	Q26791232
Q7528162	P26	Q75573550
Q75870182	P26	Q3435421
Q167401	P22	Q57124
Q167401	P26	Q157112
Q167401	P40	Q116382
Q167401	P40	Q270234
Q167401	P40	Q93408
Q167401	P40	Q1032263
Q318091	P22	Q76508
Q318091	P25	Q235835
Q318091	P26	Q233187
Q318091	P40	Q356145
Q318091	P40	Q947511
Q318091	P40	Q264368
Q318091	P40	Q2375184
Q318091	P40	Q610738
Q318091	P40	Q426677
Q318091	P40	Q3847137
Q318091	P40	Q20961793
Q318091	P40	Q3034322
Q318091	P40	Q46098742
Q318091	P40	Q56842953
Q318091	P40	Q110422955
Q6660865	P26	Q719814
Q6660865	P40	Q1427391
Q161059	P22	Q157793
Q161059	P25	Q231820
Q161059	P26	Q57669
Q161059	P26	Q2720666
Q161059	P26	Q237745
Q161059	P40	Q154993
Q161059	P40	Q1973462
Q161059	P40	Q75385350
Q161059	P40	Q75385353
Q161059	P40	Q75385355
Q161059	P40	Q75385356
Q161059	P40	Q75385358
Q161059	P40	Q75385362
Q161059	P1038	Q151826
Q161059	P1038	Q264644
Q161059	P1038	Q152727
Q161059	P1038	Q235828
Q161059	P1038	Q53437
Q161059	P1038	Q231764
Q161059	P1038	Q372190
Q161059	P1038	Q61574
Q161059	P3373	Q2618092
Q161059	P3373	Q3371216
Q161059	P3373	Q2735969
Q161059	P3373	Q3428532
Q161059	P3373	Q4776420
Q161059	P3373	Q2414281
Q161059	P3373	Q423611
Q75272054	P40	Q75740948
Q436676	P22	Q133028
Q436676	P25	Q229218
Q3052995	P40	Q603075
Q3052995	P40	Q946985
Q3052995	P26	Q703780
Q108935694	P40	Q1042203
Q108935694	P22	Q442497
Q108935694	P25	Q110386450
Q75343902	P22	Q5344088
Q75343902	P25	Q3666746
Q565577	P26	Q450495
Q565577	P1038	Q432727
Q565577	P3373	Q290616
Q565577	P3373	Q57920
Q461227	P22	Q160341
Q461227	P25	Q229214
Q461227	P3373	Q1412715
Q461227	P3373	Q170470
Q461227	P3373	Q221367
Q461227	P3373	Q1466210
Q461227	P3373	Q207953
Q461227	P3373	Q755310
Q461227	P3373	Q755721
Q461227	P3373	Q786401
Q461227	P3373	Q846572
Q461227	P3373	Q4799982
Q662014	P40	Q61950610
Q256638	P22	Q380949
Q256638	P25	Q239487
Q256638	P3373	Q312215
Q75419993	P22	Q75258087
Q75419993	P25	Q75251199
Q75419993	P3373	Q75419986
Q75419993	P3373	Q333596
Q102813632	P40	Q2994905
Q102813632	P40	Q3275367
Q102813632	P22	Q102822589
Q102813632	P25	Q102822593
Q102813632	P26	Q334950
Q2291350	P22	Q536033
Q2291350	P25	Q2546993
Q2291350	P3373	Q310334
Q2291350	P3373	Q316913
Q2291350	P3373	Q544166
Q2291350	P3373	Q664061
Q2291350	P3373	Q6781037
Q2291350	P3373	Q20068350
Q2291350	P3373	Q106655192
Q2291350	P26	Q3292583
Q878282	P22	Q3133945
Q878282	P26	Q440465
Q878282	P40	Q586426
Q878282	P40	Q3084863
Q878282	P40	Q75394996
Q878282	P25	Q75394999
Q75286644	P22	Q691402
Q75286644	P25	Q311469
Q469002	P26	Q256983
Q469002	P40	Q4267233
Q469002	P40	Q312137
Q331575	P40	Q34417
Q331575	P40	Q159660
Q331575	P40	Q170264
Q331575	P40	Q70764308
Q331575	P26	Q32500
Q331575	P22	Q191231
Q331575	P25	Q229816
Q331575	P3373	Q621453
Q331575	P3373	Q2308890
Q331575	P3373	Q2140032
Q331575	P3373	Q216789
Q331575	P3373	Q222123
Q331575	P3373	Q2536398
Q331575	P3373	Q2241324
Q331575	P3373	Q282016
Q331575	P3373	Q383491
Q49765	P22	Q7732
Q49765	P25	Q47365
Q49765	P3373	Q473506
Q49765	P3373	Q659488
Q49765	P3373	Q1897565
Q49765	P3205	Q1235492
Q49765	P1290	Q7750
Q49765	P1290	Q158229
Q76333425	P22	Q130805
Q76333425	P25	Q64228
Q2960667	P22	Q5715785
Q2960667	P3373	Q18098392
Q2960667	P3373	Q18098520
Q75286692	P22	Q313426
Q75286692	P25	Q64190
Q75368434	P22	Q4716439
Q75368434	P25	Q269493
Q3309936	P1598	Q686100
Q3309936	P1598	Q22973576
Q3309936	P1598	Q3163796
Q66361266	P40	Q75783972
Q66361266	P40	Q75784032
Q66361266	P40	Q8013998
Q66361266	P40	Q490824
Q66361266	P40	Q5724318
Q66361266	P40	Q5363074
Q66361266	P22	Q5730465
Q66361266	P25	Q56085905
Q66361266	P26	Q7346349
Q66361266	P26	Q2427410
Q1495257	P22	Q299650
Q1495257	P3373	Q230878
Q1495257	P3373	Q1058391
Q1495257	P3373	Q2690506
Q1495257	P3373	Q4762681
Q1495257	P3373	Q4777641
Q1495257	P3373	Q6294377
Q1495257	P3373	Q964094
Q1495257	P3373	Q9697409
Q1495257	P1598	Q64752826
Q1495257	P1598	Q9618804
Q1495257	P1598	Q16926694
Q2428789	P22	Q1544242
Q2428789	P3373	Q237717
Q2428789	P3373	Q30917897
Q2428789	P3373	Q29419506
Q2428789	P40	Q367077
Q2428789	P40	Q2065885
Q2428789	P25	Q3850618
Q2853452	P40	Q21634460
Q75334486	P22	Q39802896
Q75334486	P25	Q75334484
Q75381656	P22	Q317499
Q75381656	P25	Q119702
Q75381656	P793	Q2345820
Q607599	P22	Q1127464
Q607599	P25	Q163043
Q607599	P3373	Q274709
Q607599	P3373	Q7732
Q607599	P3373	Q7750
Q607599	P3373	Q7758
Q607599	P3373	Q668220
Q607599	P3373	Q2109200
Q607599	P3373	Q2556465
Q607599	P3373	Q2527822
Q7742	P22	Q737533
Q7742	P25	Q151209
Q7742	P26	Q152549
Q7742	P26	Q230670
Q7742	P40	Q784173
Q7742	P40	Q1998006
Q7742	P40	Q2415120
Q7742	P40	Q1318372
Q7742	P40	Q590446
Q7742	P40	Q3839656
Q7742	P40	Q237666
Q7742	P40	Q240261
Q7742	P40	Q361117
Q7742	P40	Q3263398
Q7742	P40	Q3839486
Q7742	P40	Q2062312
Q7742	P40	Q260497
Q7742	P40	Q3263864
Q7742	P40	Q5084027
Q7742	P40	Q75572977
Q7742	P40	Q75572983
Q7742	P40	Q76012088
Q7742	P40	Q75573112
Q7742	P40	Q448174
Q7742	P3373	Q296555
Q7742	P451	Q232125
Q7742	P451	Q230982
Q7742	P451	Q469193
Q7742	P451	Q274507
Q7742	P451	Q242532
Q7742	P451	Q255457
Q7742	P451	Q43757132
Q7742	P451	Q440465
Q7742	P451	Q768536
Q7742	P451	Q448589
Q7742	P451	Q469600
Q7742	P451	Q119920
Q7742	P1290	Q166056
Q7742	P1290	Q260837
Q2616482	P22	Q154041
Q2616482	P25	Q57654
Q2616482	P26	Q77557
Q2616482	P40	Q63536
Q2616482	P40	Q91542
Q2616482	P40	Q106524
Q2616482	P40	Q77229
Q2616482	P40	Q71436
Q2616482	P40	Q8557454
Q2616482	P40	Q106503
Q2616482	P40	Q2174219
Q2616482	P40	Q1597959
Q2616482	P40	Q55904860
Q2616482	P3373	Q158248
Q2616482	P3373	Q274428
Q2616482	P3373	Q452932
Q2616482	P3373	Q3429250
Q2616482	P3373	Q819778
Q2616482	P3373	Q153586
Q3721825	P25	Q77835
Q3721825	P22	Q68620
Q3721825	P26	Q65947
Q3721825	P3373	Q213766
Q3721825	P3373	Q3771665
Q3721825	P3373	Q1641737
Q3721825	P3373	Q1747562
Q3721825	P3373	Q262518
Q4480272	P451	Q969739
Q4480272	P40	Q23834746
Q3172703	P40	Q2856832
Q913241	P26	Q548314
Q913241	P40	Q264013
Q913241	P40	Q823036
Q913241	P40	Q2254728
Q913241	P40	Q42175996
Q913241	P40	Q3749452
Q15445612	P26	Q824322
Q15445612	P26	Q824322
Q154993	P22	Q161059
Q154993	P25	Q57669
Q154993	P40	Q156187
Q154993	P3373	Q1973462
Q3172643	P22	Q357083
Q3172643	P40	Q380092
Q3172643	P40	Q95442171
Q3172643	P40	Q749775
Q3172643	P40	Q21708198
Q3172643	P40	Q7820533
Q3172643	P40	Q6069348
Q3172643	P40	Q1080194
Q3172643	P25	Q2876063
Q3172643	P3373	Q5864941
Q3172643	P1038	Q108316
Q3172643	P26	Q94695610
Q3172643	P26	Q95439234
Q552274	P22	Q553158
Q552274	P25	Q3697539
Q552274	P26	Q465131
Q552274	P3373	Q64996
Q552274	P3373	Q664223
Q552274	P3373	Q682701
Q3779536	P26	Q19631088
Q3779536	P40	Q1968726
Q3779536	P40	Q964348
Q76967	P40	Q127318
Q76967	P40	Q238458
Q76967	P40	Q224215
Q76967	P40	Q2630326
Q76967	P40	Q680982
Q76967	P40	Q699738
Q76967	P40	Q2358562
Q76967	P40	Q145654
Q76967	P40	Q57668
Q76967	P26	Q165349
Q571545	P22	Q325649
Q571545	P3373	Q2058767
Q571545	P3373	Q2443667
Q571545	P3373	Q2426298
Q233201	P40	Q938207
Q233201	P451	Q122553
Q233201	P22	Q3120411
Q233201	P25	Q75467689
Q233201	P3373	Q75322437
Q75552258	P22	Q61574
Q706068	P22	Q47595
Q706068	P25	Q241179
Q706068	P40	Q2156930
Q706068	P3373	Q2015941
Q706068	P3373	Q236970
Q706068	P3373	Q3637283
Q706068	P3373	Q3638489
Q706068	P3373	Q312110
Q706068	P3373	Q3904375
Q706068	P3373	Q926544
Q706068	P3373	Q954274
Q706068	P3373	Q5784538
Q706068	P3373	Q5973389
Q23585205	P1598	Q3218593
Q9253150	P22	Q53459
Q9253150	P25	Q93408
Q9253150	P3373	Q53450
Q9253150	P3373	Q53451
Q9253150	P3373	Q54056
Q9253150	P3373	Q155599
Q9253150	P3373	Q269169
Q9253150	P3373	Q457586
Q9253150	P3373	Q4066553
Q9253150	P3373	Q312057
Q9253150	P3373	Q435726
Q9253150	P3373	Q513186
Q9253150	P3373	Q9253148
Q2058767	P22	Q325649
Q2058767	P3373	Q2426298
Q2058767	P3373	Q571545
Q2058767	P3373	Q2443667
Q2058767	P25	Q96075220
Q2479480	P22	Q4019904
Q2479480	P25	Q2851177
Q2479480	P3373	Q332972
Q2479480	P3373	Q8013963
Q2479480	P3373	Q42796899
Q2479480	P3373	Q75382296
Q2479480	P3373	Q15461233
Q2574511	P22	Q1060796
Q2574511	P25	Q241206
Q2574511	P3373	Q176253
Q2574511	P3373	Q4761892
Q2574511	P3373	Q156190
Q2574511	P3373	Q691168
Q2574511	P3373	Q9612692
Q2574511	P3373	Q10324627
Q2285296	P22	Q380949
Q2285296	P25	Q239487
Q1606129	P22	Q6236215
Q1606129	P25	Q76019988
Q1606129	P451	Q140235
Q52945	P22	Q52947
Q52945	P3373	Q52944
Q52945	P3373	Q2211749
Q52945	P3373	Q271940
Q52945	P3373	Q950278
Q52945	P3373	Q890742
Q52945	P3373	Q2618045
Q52945	P3373	Q654753
Q52945	P3373	Q52939
Q76174430	P22	Q75274337
Q76174430	P25	Q75972432
Q76174430	P26	Q3121456
Q2364464	P22	Q936976
Q2364464	P25	Q234911
Q2364464	P3373	Q303843
Q2364464	P3373	Q3663505
Q3083294	P22	Q1280342
Q3083294	P25	Q22117324
Q3083294	P3373	Q644456
Q3083294	P3373	Q3659993
Q3083294	P3373	Q3261027
Q3083294	P3373	Q461216
Q3083294	P3373	Q5086219
Q3083294	P1598	Q691381
Q3083294	P1598	Q15971893
Q3083294	P1598	Q3085145
Q1893173	P1038	Q519364
Q24940377	P1598	Q3084909
Q24940377	P1598	Q2960667
Q75289317	P22	Q63246
Q75289317	P25	Q196022
Q3160239	P1038	Q3105595
Q3160239	P1038	Q313196
Q3160239	P26	Q234291
Q3160239	P40	Q2364011
Q21127430	P22	Q54058
Q21127430	P25	Q9165378
Q269351	P25	Q261889
Q269351	P22	Q62022
Q269351	P3373	Q75385593
Q269351	P3373	Q75388981
Q269351	P3373	Q75388982
Q269351	P3373	Q75385595
Q269351	P3373	Q347939
Q269351	P3373	Q75388985
Q269351	P3373	Q77927
Q269351	P3373	Q234237
Q110935100	P40	Q110935099
Q110935100	P22	Q6301362
Q110935100	P25	Q110422629
Q61727462	P22	Q105013
Q61727462	P25	Q161131
Q61727462	P3373	Q237740
Q61727462	P3373	Q33550
Q61727462	P3373	Q288925
Q61727462	P3373	Q62043
Q61727462	P3373	Q62025
Q61727462	P3373	Q234251
Q61727462	P3373	Q213658
Q61727462	P3373	Q50993
Q61727462	P3373	Q50922
Q444347	P40	Q160001
Q444347	P40	Q337477
Q444347	P40	Q2351869
Q444347	P40	Q2205590
Q444347	P25	Q237311
Q444347	P26	Q158140
Q444347	P3373	Q57468
Q94694296	P25	Q13408258
Q94694296	P22	Q380092
Q94694296	P40	Q94694470
Q559339	P40	Q80986
Q559339	P26	Q80992
Q22317020	P26	Q1404607
Q22317020	P3373	Q2439614
Q16543205	P22	Q312670
Q16543205	P25	Q242947
Q16543205	P3373	Q1446617
Q16543205	P3373	Q16853762
Q75359918	P26	Q2840981
Q3262245	P40	Q1706337
Q3262245	P40	Q447889
Q3262245	P40	Q61439210
Q3262245	P40	Q110355435
Q3262245	P26	Q65951821
Q3262245	P22	Q110355968
Q3262245	P25	Q110355974
Q75307906	P22	Q3315758
Q75307906	P40	Q75393337
Q75307906	P40	Q337878
Q75307906	P40	Q15994645
Q75307906	P40	Q26420818
Q75307906	P40	Q26779662
Q75307906	P40	Q75393193
Q75307906	P25	Q75388707
Q75307906	P26	Q5729483
Q343621	P22	Q183226
Q343621	P25	Q229854
Q343621	P40	Q443417
Q343621	P40	Q5860447
Q343621	P40	Q526803
Q343621	P26	Q235162
Q343621	P26	Q548723
Q343621	P3373	Q976797
Q343621	P3373	Q233196
Q343621	P3373	Q233587
Q343621	P3373	Q233603
Q343621	P3373	Q462892
Q343621	P3373	Q186256
Q343621	P3373	Q230566
Q343621	P1290	Q36234
Q105871791	P40	Q102813571
Q3802273	P22	Q16268421
Q3802273	P26	Q2142124
Q3802273	P40	Q3952402
Q3802273	P40	Q566861
Q772780	P22	Q314577
Q772780	P25	Q238453
Q772780	P3373	Q235823
Q772780	P3373	Q50926
Q772780	P26	Q75392665
Q156548	P22	Q155394
Q156548	P25	Q61351
Q156548	P26	Q19943
Q156548	P26	Q19943
Q156548	P40	Q54386
Q156548	P40	Q230580
Q156548	P40	Q191045
Q2355368	P22	Q78282
Q2355368	P25	Q2501340
Q2355368	P3373	Q1975637
Q2355368	P3373	Q69450
Q2355368	P3373	Q688471
Q2355368	P3373	Q75381608
Q2355368	P40	Q25487345
Q110603203	P40	Q110603201
Q75384861	P22	Q129987
Q75384861	P25	Q130812
Q3173275	P1598	Q2957955
Q3173275	P1598	Q278105
Q3173275	P1598	Q3372466
Q3286962	P25	Q195217
Q3286962	P22	Q316110
Q3286962	P3373	Q3266904
Q3286962	P3373	Q6752974
Q75291112	P22	Q75291100
Q75291112	P25	Q75291102
Q271278	P1038	Q2376774
Q920802	P40	Q75359933
Q920802	P451	Q7738
Q241250	P25	Q62043
Q241250	P22	Q543311
Q241250	P3373	Q215225
Q241250	P3373	Q58773
Q241250	P3373	Q89340
Q241250	P3373	Q1282833
Q241250	P3373	Q2571635
Q241250	P3373	Q435291
Q241250	P3373	Q62041
Q241250	P3373	Q89362
Q211681	P22	Q126188
Q211681	P25	Q232475
Q211681	P40	Q312581
Q211681	P40	Q318219
Q211681	P26	Q265880
Q211681	P3373	Q6588072
Q211681	P3373	Q119702
Q211681	P3373	Q130812
Q211681	P3373	Q4491946
Q211681	P3373	Q271999
Q211681	P3373	Q166023
Q211681	P3373	Q1894021
Q211681	P3373	Q2269986
Q211681	P3373	Q5082733
Q211681	P3373	Q5082734
Q211681	P3373	Q5337475
Q211681	P3373	Q6856845
Q3768410	P22	Q150611
Q3768410	P25	Q233335
Q3768410	P3373	Q113752
Q3768410	P3373	Q163551
Q3768410	P3373	Q237490
Q3768410	P3373	Q237737
Q3768410	P3373	Q261419
Q3768410	P3373	Q261905
Q3768410	P3373	Q269302
Q3768410	P3373	Q84459
Q3768410	P3373	Q84864
Q3768410	P3373	Q85626
Q3768410	P3373	Q150862
Q3768410	P3373	Q156400
Q3768410	P3373	Q313426
Q96084112	P26	Q4328354
Q2721041	P40	Q191231
Q2721041	P40	Q269221
Q2721041	P40	Q6028987
Q2721041	P40	Q6028980
Q2721041	P40	Q6078156
Q2721041	P25	Q443460
Q2721041	P22	Q964858
Q2721041	P26	Q375141
Q2721041	P3373	Q470403
Q2721041	P3373	Q5279183
Q75384564	P22	Q102140
Q24662824	P22	Q71434
Q24662824	P25	Q2675612
Q24662824	P26	Q25159820
Q24662824	P3373	Q819521
Q24662824	P3373	Q2297290
Q24662824	P3373	Q71428
Q24662824	P3373	Q71444
Q24662824	P3373	Q95414
Q24662824	P3373	Q322566
Q24662824	P3373	Q323539
Q24662824	P3373	Q6533585
Q24662824	P3373	Q88853
Q24662824	P3373	Q55339943
Q24662824	P3373	Q55340044
Q24662824	P3373	Q55340000
Q24662824	P3373	Q55340043
Q16853762	P22	Q312670
Q16853762	P25	Q242947
Q16853762	P3373	Q1446617
Q16853762	P3373	Q16543205
Q3292096	P25	Q547527
Q3292096	P22	Q2053709
Q3292096	P40	Q3131517
Q3292096	P26	Q357889
Q3292096	P3373	Q3109720
Q3292096	P451	Q312581
Q108943073	P40	Q108941991
Q6762174	P25	Q7701149
Q6762174	P22	Q11730496
Q6762174	P3373	Q445865
Q6762174	P3373	Q4714934
Q75388740	P22	Q165349
Q75388740	P25	Q18526501
Q237955	P22	Q151321
Q237955	P25	Q229826
Q237955	P26	Q60727
Q237955	P3373	Q233728
Q237955	P3373	Q1032317
Q237955	P3373	Q111975
Q237955	P3373	Q130834
Q237955	P3373	Q309605
Q237955	P3373	Q319764
Q237955	P3373	Q442756
Q237955	P3373	Q595088
Q237955	P3373	Q701087
Q237955	P3373	Q84201
Q237955	P3373	Q93373
Q237955	P3373	Q93427
Q237955	P3373	Q3847098
Q237955	P40	Q75244967
Q237955	P40	Q75244970
Q237955	P40	Q75244971
Q237955	P40	Q75244973
Q104787530	P40	Q104787528
Q104787530	P25	Q11714111
Q76359347	P22	Q5079166
Q76359347	P25	Q75420543
Q110623009	P40	Q75247340
Q268349	P25	Q1125417
Q268349	P22	Q644635
Q268349	P26	Q47292
Q268349	P40	Q465178
Q268349	P40	Q233181
Q268349	P40	Q256580
Q268349	P3373	Q6170727
Q268349	P3373	Q231832
Q268349	P3373	Q6606003
Q268349	P3373	Q622641
Q268349	P3373	Q2551159
Q96244440	P40	Q96244428
Q96244440	P26	Q96244429
Q1748721	P25	Q233196
Q1748721	P22	Q312305
Q1748721	P3373	Q3847110
Q1748721	P3373	Q209353
Q1748721	P3373	Q234931
Q1748721	P3373	Q235674
Q1748721	P3373	Q237742
Q1748721	P3373	Q2626281
Q1748721	P3373	Q2608613
Q1748721	P3373	Q2720659
Q1748721	P3373	Q332717
Q1748721	P3373	Q942153
Q1748721	P3373	Q16154236
Q1748721	P3373	Q230566
Q1748721	P40	Q75305218
Q1748721	P40	Q75305220
Q1748721	P26	Q75394491
Q75291534	P22	Q1280342
Q75291534	P25	Q22117324
Q55850155	P40	Q101508594
Q3847395	P22	Q313169
Q3847395	P25	Q235674
Q3847395	P26	Q1723412
Q3847395	P3373	Q261301
Q3847395	P3373	Q313167
Q3847395	P3373	Q503177
Q3847395	P3373	Q657873
Q3847395	P3373	Q55065297
Q3847395	P3373	Q5045269
Q3847395	P3373	Q61723879
Q3847395	P40	Q1274079
Q3847395	P40	Q20742755
Q3847395	P40	Q75295706
Q3847395	P40	Q75295707
Q3847395	P40	Q75295704
Q3847395	P40	Q75295711
Q3847395	P40	Q75295709
Q3847395	P40	Q75391342
Q75572900	P22	Q446912
Q75572900	P26	Q75572904
Q75572900	P26	Q321434
Q2366837	P22	Q314577
Q2366837	P25	Q237321
Q2366837	P3373	Q50926
Q2366837	P3373	Q235823
Q2366837	P3373	Q179728
Q2366837	P3373	Q2019455
Q2366837	P3373	Q2654769
Q2366837	P3373	Q445045
Q2366837	P3373	Q526028
Q2366837	P3373	Q546082
Q2366837	P3373	Q658803
Q2366837	P3373	Q951608
Q310371	P1889	Q155971
Q110422402	P40	Q105817109
Q17280268	P26	Q589562
Q108433003	P40	Q1371872
Q75259632	P40	Q234163
Q2412493	P22	Q3840294
Q2412493	P40	Q2707152
Q2412493	P26	Q783222
Q2412493	P25	Q55875093
Q110588184	P40	Q110588183
Q3295686	P1598	Q70876
Q3295686	P1598	Q27999032
Q3295686	P1598	Q22248169
Q993380	P40	Q1597257
Q993380	P40	Q107215000
Q102815364	P40	Q102815341
Q102815364	P22	Q102816381
Q102815364	P25	Q102816406
Q2436413	P25	Q262518
Q2436413	P22	Q312670
Q2436413	P3373	Q312681
Q2436413	P3373	Q1446617
Q2436413	P3373	Q3847400
Q2436413	P3373	Q3019072
Q2436413	P3373	Q16171126
Q75295706	P22	Q1723412
Q75295706	P25	Q3847395
Q5354354	P25	Q535583
Q5354354	P22	Q1972589
Q5354354	P3373	Q17139117
Q5354354	P3373	Q238004
Q5354354	P3373	Q252569
Q5354354	P3373	Q2364228
Q5354354	P3373	Q384856
Q5354354	P3373	Q5344605
Q5354354	P3373	Q5542842
Q5354354	P3373	Q6013428
Q5354354	P3373	Q565662
Q5354354	P3373	Q7184744
Q5354354	P3373	Q26972986
Q67352	P22	Q62481
Q67352	P25	Q2086776
Q67352	P3373	Q87585
Q67352	P3373	Q92185
Q67352	P3373	Q2069952
Q67352	P3373	Q20658475
Q67352	P3373	Q529521
Q67352	P3373	Q61829
Q67352	P3373	Q67190
Q67352	P3373	Q68652
Q75367607	P22	Q2720659
Q75367607	P25	Q261802
Q75367607	P3373	Q75367611
Q75367607	P3373	Q75367610
Q75367607	P3373	Q18222844
Q336813	P26	Q21055142
Q336813	P22	Q22084246
Q336813	P40	Q23900798
Q157103	P22	Q150575
Q157103	P25	Q158662
Q157103	P3373	Q26724
Q157103	P3373	Q112088
Q157103	P3373	Q311469
Q157103	P3373	Q150494
Q157103	P3373	Q647419
Q157103	P1889	Q316859
Q157103	P1889	Q193157
Q157103	P1889	Q313167
Q62282	P40	Q69249
Q62282	P40	Q63769
Q62282	P40	Q270169
Q62282	P40	Q63770
Q62282	P40	Q63240
Q62282	P40	Q68922
Q62282	P40	Q132455
Q62282	P40	Q5298251
Q62282	P40	Q657591
Q62282	P26	Q67777
Q75266360	P40	Q76006356
Q75266360	P40	Q76006355
Q75266360	P26	Q970135
Q110290	P22	Q20732349
Q110290	P1598	Q64737034
Q110290	P1598	Q64746050
Q110290	P3373	Q95319025
Q110290	P3373	Q1913999
Q110290	P3373	Q55912236
Q110290	P3373	Q102063025
Q110290	P3373	Q76259356
Q233900	P26	Q130834
Q233900	P25	Q255759
Q233900	P40	Q3263876
Q960741	P26	Q467654
Q3802267	P26	Q538459
Q3802267	P26	Q3525188
Q3802267	P40	Q1071465
Q3802267	P22	Q953718
Q3802267	P25	Q75273827
Q289801	P1066	Q1345657
Q75370361	P22	Q75393913
Q75370361	P25	Q2084314
Q249112	P22	Q558253
Q249112	P3373	Q1895715
Q249112	P3373	Q694375
Q249112	P3373	Q64737
Q3143602	P1598	Q3766749
Q75270292	P22	Q434061
Q75270292	P25	Q61234
Q75328058	P40	Q75258130
Q75328058	P40	Q76092745
Q75328058	P26	Q6256733
Q17539978	P22	Q1085498
Q17539978	P25	Q21029640
Q102227589	P40	Q55835818
Q102227589	P22	Q3340898
Q102227589	P25	Q102227590
Q75370989	P22	Q65152713
Q75370989	P25	Q75370694
Q75370989	P3373	Q75371013
Q75370989	P3373	Q75370972
Q1495308	P1066	Q3083112
Q3806547	P22	Q952446
Q3806547	P25	Q75357724
Q65947	P40	Q44961
Q65947	P22	Q63534
Q65947	P25	Q3136270
Q65947	P26	Q3847326
Q65947	P26	Q3721825
Q65947	P3373	Q63649
Q65947	P3373	Q92439
Q65947	P3373	Q111309
Q65947	P3373	Q62104
Q65947	P3373	Q22693458
Q237165	P25	Q235128
Q237165	P22	Q313857
Q237165	P3373	Q240580
Q237165	P3373	Q704310
Q237165	P3373	Q19943
Q237165	P1290	Q703780
Q329213	P22	Q551420
Q329213	P25	Q394812
Q329213	P26	Q571404
Q329213	P3373	Q2302904
Q329213	P3373	Q394750
Q329213	P3373	Q1883839
Q329213	P3373	Q551726
Q329213	P3373	Q5629876
Q329213	P3373	Q61268
Q329213	P3373	Q70941
Q329213	P3373	Q1404607
Q329213	P3373	Q20938717
Q76333428	P40	Q77932
Q76333428	P26	Q76333429
Q3260586	P1598	Q2851357
Q3260586	P1598	Q23816858
Q3260586	P1598	Q3068690
Q75253294	P22	Q1894021
Q75253294	P25	Q75385701
Q102813581	P40	Q76253759
Q102813581	P22	Q105871799
Q102813581	P25	Q105871802
Q196022	P22	Q167236
Q196022	P25	Q62511
Q196022	P40	Q299293
Q196022	P40	Q271927
Q196022	P40	Q442590
Q196022	P40	Q61695
Q196022	P40	Q1801141
Q196022	P40	Q75289280
Q196022	P40	Q75289317
Q196022	P40	Q75289321
Q196022	P40	Q75289325
Q196022	P26	Q63246
Q196022	P1038	Q152727
Q196022	P3373	Q2204291
Q196022	P3373	Q196301
Q196022	P3373	Q271950
Q196022	P3373	Q2656999
Q196022	P3373	Q2673988
Q196022	P3373	Q528962
Q196022	P3373	Q311455
Q196022	P3373	Q2389077
Q196022	P3373	Q2320077
Q3094018	P1598	Q542804
Q7184744	P22	Q1972589
Q7184744	P3373	Q384856
Q7184744	P3373	Q2364228
Q7184744	P3373	Q5344605
Q7184744	P3373	Q5354354
Q7184744	P3373	Q5542842
Q7184744	P3373	Q26972986
Q7184744	P3373	Q238004
Q7184744	P3373	Q6013428
Q7184744	P3373	Q252569
Q7184744	P3373	Q17139117
Q7184744	P3373	Q565662
Q725833	P25	Q436627
Q725833	P22	Q356173
Q725833	P3373	Q241806
Q107058343	P26	Q102818863
Q107058343	P40	Q107090019
Q2939240	P1598	Q763273
Q2939240	P1598	Q27656052
Q2939240	P1598	Q61304156
Q75573082	P22	Q361117
Q75573082	P25	Q271976
Q1186836	P22	Q3817341
Q1186836	P25	Q4766932
Q1186836	P3373	Q6729457
Q1186836	P3373	Q80273
Q76336056	P40	Q76291681
Q76336056	P40	Q103843158
Q76336056	P26	Q75343903
Q2626469	P22	Q722359
Q2626469	P25	Q3263743
Q2626469	P3373	Q15222524
Q75389970	P40	Q75389971
Q110152123	P3373	Q22350904
Q51937981	P22	Q7738
Q51937981	P25	Q234291
Q51937981	P3373	Q15968119
Q51937981	P26	Q75359903
Q447889	P22	Q3262245
Q447889	P25	Q65951821
Q3837636	P22	Q938207
