h	r	t
Q21919	P47	Q944342
Q21919	P47	Q207871
Q21919	P47	Q1101360
Q21919	P47	Q1102177
Q21919	P47	Q22323
Q21919	P47	Q21936
Q21919	P47	Q22925
Q673879	P131	Q12549
Q673879	P47	Q193562
Q673879	P47	Q224012
Q673879	P47	Q219665
Q1205980	P47	Q200707
Q1205980	P47	Q857202
Q1205980	P47	Q857828
Q1205980	P1365	Q11482028
Q1205980	P1365	Q11589541
Q1205980	P1365	Q11575638
Q1205980	P1365	Q11549553
Q1205980	P1365	Q11361510
Q1205980	P1365	Q11373554
Q1205980	P1366	Q6958475
Q460812	P131	Q160734
Q460812	P47	Q1350904
Q460812	P47	Q861255
Q242885	P131	Q1490
Q242885	P47	Q210661
Q242885	P47	Q210667
Q242885	P47	Q242874
Q242885	P47	Q231645
Q242885	P47	Q232631
Q242885	P190	Q646766
Q242885	P190	Q593586
Q250926	P131	Q12679
Q250926	P47	Q251189
Q250926	P47	Q301758
Q250926	P47	Q212350
Q250926	P47	Q1157353
Q250926	P47	Q251048
Q1047870	P131	Q1270623
Q1047870	P131	Q12626
Q1047870	P47	Q977709
Q1047870	P47	Q991012
Q1047870	P47	Q1102598
Q1047870	P47	Q208278
Q1047870	P47	Q1047908
Q1047870	P47	Q1046719
Q1047870	P47	Q1096989
Q6963453	P1366	Q695920
Q6963453	P3842	Q695920
Q1070544	P131	Q12549
Q1070544	P47	Q225183
Q1070544	P47	Q1063072
Q1070544	P47	Q231355
Q1070544	P47	Q1065256
Q1070544	P47	Q945573
Q626582	P131	Q12549
Q626582	P47	Q1074650
Q626582	P47	Q1074620
Q626582	P47	Q1011589
Q626582	P47	Q1074574
Q28484570	P1365	Q1136748
Q28484570	P131	Q12553
Q28484570	P47	Q174251
Q990914	P131	Q1270623
Q990914	P131	Q12626
Q990914	P47	Q988202
Q990914	P47	Q640129
Q990914	P47	Q224898
Q990914	P47	Q1099402
Q990914	P47	Q217606
Q990914	P47	Q1159856
Q990914	P47	Q154728
Q1011045	P131	Q12549
Q1011045	P47	Q1011423
Q1011045	P47	Q1070370
Q1011045	P47	Q633861
Q1011045	P47	Q634970
Q1011045	P47	Q1070923
Q1011045	P47	Q193671
Q1095057	P131	Q12679
Q1095057	P47	Q217077
Q1095057	P47	Q685529
Q1095057	P47	Q748405
Q1095057	P47	Q729239
Q250706	P131	Q12679
Q250706	P47	Q656411
Q250706	P47	Q1095457
Q250706	P47	Q1341345
Q250706	P47	Q1441902
Q12751	P131	Q18338206
Q12751	P47	Q3083
Q12751	P47	Q12745
Q1095995	P131	Q12679
Q1095995	P47	Q1347120
Q1095995	P47	Q511013
Q1095995	P47	Q251024
Q1095995	P47	Q251361
Q1095995	P47	Q1347078
Q22917	P131	Q12652
Q22917	P131	Q12652
Q22917	P47	Q22399
Q22917	P47	Q21817
Q22917	P47	Q22127
Q22917	P47	Q21586
Q22917	P47	Q22319
Q22917	P47	Q22370
Q11572738	P1366	Q5754183
Q11572738	P3842	Q602903
Q11433892	P1366	Q11481454
Q11433892	P3842	Q204249
Q227756	P131	Q1270623
Q227756	P131	Q12626
Q227756	P47	Q1018409
Q227756	P47	Q227722
Q227756	P47	Q208794
Q227756	P47	Q208280
Q227756	P47	Q1048138
Q181356	P131	Q12574
Q181356	P47	Q6548
Q181356	P47	Q1432296
Q181356	P47	Q1423781
Q378633	P131	Q12549
Q378633	P47	Q456809
Q378633	P47	Q196564
Q378633	P47	Q196579
Q378633	P47	Q549380
Q378633	P47	Q545801
Q378633	P47	Q624139
Q378633	P47	Q1070844
Q378633	P47	Q963301
Q378633	P47	Q1070460
Q11518281	P1366	Q200707
Q11518281	P3842	Q200707
Q1354396	P190	Q460835
Q212358	P131	Q12679
Q212358	P47	Q251203
Q212358	P47	Q736857
Q212358	P47	Q1347532
Q212358	P47	Q248896
Q212358	P47	Q1095228
Q22352	P131	Q1270623
Q22352	P131	Q12652
Q22352	P47	Q21621
Q22352	P47	Q21726
Q22352	P47	Q21740
Q16553	P190	Q1761
Q16553	P190	Q3070
Q16553	P190	Q200078
Q16553	P190	Q9022
Q670502	P131	Q12679
Q670502	P47	Q899081
Q670502	P47	Q250777
Q670502	P47	Q1095104
Q670502	P47	Q640526
Q670502	P47	Q830987
Q231771	P131	Q12549
Q231771	P47	Q213309
Q231771	P47	Q533891
Q231771	P47	Q230358
Q231771	P47	Q210664
Q583560	P131	Q12549
Q583560	P47	Q626520
Q583560	P47	Q213309
Q583560	P47	Q210664
Q583560	P47	Q1011127
Q583560	P47	Q1152267
Q583560	P47	Q669538
Q22204	P131	Q12652
Q22204	P131	Q12652
Q22204	P47	Q21912
Q22204	P47	Q21886
Q22204	P47	Q22341
Q22204	P47	Q21995
Q22204	P47	Q22280
Q22204	P47	Q22325
Q21847	P131	Q1270623
Q21847	P131	Q12652
Q21847	P47	Q21571
Q21847	P47	Q21667
Q21847	P47	Q21619
Q21847	P47	Q21829
Q21847	P47	Q21656
Q21847	P47	Q21655
Q7450846	P1366	Q1349377
Q7450846	P3842	Q1349377
Q7450846	P1365	Q496479
Q177754	P131	Q3353
Q177754	P47	Q1011951
Q177754	P47	Q1139191
Q177754	P47	Q1012474
Q177754	P47	Q1011288
Q177754	P47	Q1012534
Q1159783	P131	Q1270623
Q1159783	P131	Q12626
Q1159783	P47	Q229339
Q1159783	P47	Q752544
Q1159783	P47	Q585128
Q1159783	P47	Q40898
Q682595	P131	Q12652
Q682595	P131	Q12626
Q682595	P500	Q12626
Q1152267	P131	Q12549
Q1152267	P47	Q626520
Q1152267	P47	Q1011127
Q1152267	P47	Q220149
Q1152267	P47	Q583560
Q1152267	P47	Q669538
Q1099402	P131	Q1270623
Q1099402	P131	Q12626
Q1099402	P47	Q682655
Q1099402	P47	Q990914
Q1099402	P47	Q1102242
Q1099402	P47	Q224898
Q1099402	P47	Q1159856
Q1099402	P47	Q1095825
Q1099402	P47	Q1159769
Q1165120	P131	Q3068
Q1165120	P47	Q1001591
Q1165120	P47	Q752390
Q1079039	P131	Q3353
Q1079039	P47	Q861587
Q1079039	P47	Q201276
Q1079039	P47	Q860707
Q1079039	P47	Q738801
Q1079039	P47	Q1012448
Q21872	P131	Q12652
Q21872	P131	Q12652
Q21872	P47	Q22084
Q21872	P47	Q22540
Q21872	P47	Q21786
Q21872	P47	Q22041
Q21872	P47	Q22148
Q21872	P47	Q22019
Q21872	P47	Q22238
Q21872	P47	Q22640
Q21872	P1889	Q21809
Q635305	P131	Q12549
Q635305	P47	Q193549
Q635305	P47	Q769276
Q635305	P47	Q547933
Q635305	P47	Q213564
Q635305	P47	Q1074611
Q635305	P47	Q646752
Q635305	P47	Q213418
Q635305	P47	Q219647
Q931397	P131	Q12652
Q931397	P131	Q12626
Q931397	P47	Q1026462
Q931397	P47	Q627296
Q931397	P47	Q1062214
Q931397	P47	Q627108
Q931397	P47	Q193771
Q931397	P47	Q589517
Q11675741	P1366	Q504690
Q11675741	P3842	Q504690
Q11371005	P1366	Q11474322
Q11371005	P3842	Q602903
Q473027	P131	Q1270623
Q473027	P131	Q12626
Q473027	P47	Q221252
Q473027	P47	Q209881
Q473027	P47	Q230171
Q473027	P47	Q1065667
Q473027	P47	Q226414
Q473027	P47	Q584329
Q22188	P131	Q12652
Q22188	P131	Q12652
Q22188	P47	Q1161964
Q22188	P47	Q207865
Q22188	P47	Q21868
Q22188	P47	Q22154
Q22188	P47	Q22051
Q30937536	P1366	Q633996
Q30937536	P3842	Q633996
Q496479	P131	Q81863
Q496479	P47	Q695920
Q496479	P47	Q602903
Q496479	P47	Q633272
Q496479	P47	Q1206051
Q496479	P47	Q1349377
Q496479	P47	Q1205938
Q496479	P47	Q1205512
Q496479	P190	Q389711
Q496479	P190	Q633647
Q496479	P1365	Q11535684
Q496479	P1365	Q11511813
Q496479	P1365	Q11429067
Q496479	P1365	Q11678235
Q496479	P1365	Q11647509
Q496479	P1365	Q7418822
Q496479	P1365	Q7418822
Q496479	P1365	Q6785638
Q496479	P1365	Q5768930
Q496479	P1365	Q7090629
Q496479	P1365	Q8081626
Q496479	P1365	Q11405062
Q496479	P1365	Q7676677
Q496479	P1365	Q11517315
Q496479	P1366	Q7450846
Q200493	P131	Q3353
Q200493	P47	Q173977
Q200493	P47	Q605665
Q200493	P47	Q1016364
Q200493	P47	Q200419
Q200493	P47	Q175875
Q200493	P47	Q1016112
Q386052	P131	Q48326
Q386052	P47	Q317827
Q386052	P47	Q646766
Q386052	P47	Q1205512
Q386052	P47	Q1354773
Q386052	P47	Q1205938
Q227488	P131	Q1270623
Q227488	P131	Q12626
Q227488	P47	Q193720
Q227488	P47	Q990829
Q227488	P47	Q990975
Q227488	P47	Q601616
Q227488	P47	Q774064
Q227488	P47	Q633203
Q22339	P131	Q12652
Q22339	P131	Q12652
Q22339	P47	Q21644
Q22339	P47	Q22103
Q22339	P47	Q21896
Q22339	P47	Q22228
Q22339	P47	Q22036
Q22339	P47	Q21831
Q22339	P47	Q21900
Q22339	P47	Q22294
Q1096594	P131	Q1270623
Q1096594	P131	Q12626
Q1096594	P47	Q1087177
Q1096594	P47	Q209949
Q1096594	P47	Q903665
Q1096594	P47	Q1096674
Q21738	P131	Q12652
Q21738	P131	Q12652
Q21738	P47	Q21750
Q21738	P47	Q22244
Q21738	P47	Q22033
Q21738	P47	Q22071
Q54804	P131	Q3068
Q54804	P47	Q1115785
Q54804	P47	Q1114003
Q54804	P47	Q1165037
Q54804	P47	Q531686
Q54804	P47	Q595371
Q54804	P47	Q1065387
Q6785638	P1366	Q496479
Q6785638	P3842	Q496479
Q11363839	P1366	Q11393881
Q22100	P131	Q12652
Q22100	P131	Q12652
Q22100	P47	Q22093
Q22100	P47	Q1018438
Q22100	P47	Q1026462
Q22100	P47	Q627296
Q22100	P47	Q952387
Q22100	P47	Q21917
Q22100	P47	Q22010
Q22100	P47	Q22993
Q8081626	P1366	Q496479
Q8081626	P3842	Q496479
Q98099113	P1366	Q467487
Q98099113	P3842	Q467487
Q16556	P190	Q1867
Q16556	P190	Q1085
Q16556	P190	Q1289
Q1205173	P131	Q47896
Q1205173	P47	Q46747
Q1205173	P47	Q1205377
Q1205173	P47	Q1202986
Q1520	P190	Q3640
Q1520	P190	Q649
Q1520	P190	Q1899
Q1520	P190	Q3805
Q1520	P190	Q11194
Q1520	P190	Q1773
Q1520	P190	Q270
Q1520	P190	Q994
Q1520	P190	Q1858
Q1520	P190	Q8684
Q1520	P190	Q1861
Q1520	P190	Q956
Q1520	P190	Q9361
Q1520	P190	Q3630
Q1520	P190	Q216
Q17174428	P1366	Q386635
Q17174428	P3842	Q386635
Q17174428	P1365	Q17175062
Q17174428	P1365	Q17174594
Q17174428	P1365	Q17175937
Q250917	P131	Q12679
Q250917	P47	Q674687
Q250917	P47	Q250734
Q250917	P47	Q181397
Q250917	P47	Q368714
Q250917	P47	Q1095176
Q250917	P47	Q248760
Q17176335	P1366	Q386635
Q17176335	P3842	Q386635
Q750230	P131	Q12679
Q750230	P47	Q966060
Q750230	P47	Q127280
Q750230	P47	Q613268
Q750230	P47	Q250660
Q750230	P47	Q830993
Q21691	P131	Q12652
Q21691	P131	Q12652
Q21691	P47	Q22754
Q21691	P47	Q22122
Q21691	P47	Q22439
Q21691	P47	Q22451
Q21691	P47	Q22406
Q21691	P47	Q22143
Q1064083	P131	Q12652
Q1064083	P131	Q12626
Q1064083	P47	Q192589
Q1064083	P47	Q576623
Q1064083	P47	Q1060605
Q1064083	P47	Q1060571
Q1064083	P47	Q1048094
Q1064083	P47	Q1047457
Q1156043	P47	Q460835
Q1156043	P47	Q200707
Q1156043	P47	Q855059
Q1156043	P47	Q1350204
Q1156043	P1365	Q4830837
Q1156043	P1365	Q7385606
Q210605	P131	Q12549
Q210605	P47	Q1011404
Q210605	P47	Q226902
Q210605	P47	Q548352
Q210605	P47	Q1074743
Q210605	P47	Q762691
Q12820	P131	Q13917
Q12820	P36	Q621
Q12820	P150	Q621
Q12820	P47	Q12784
Q12820	P47	Q12543
Q12820	P47	Q3368
Q12820	P47	Q3377
Q12820	P47	Q3372
Q12820	P1365	Q979470
Q1102570	P131	Q1270623
Q1102570	P131	Q12626
Q1102570	P47	Q997311
Q1102570	P47	Q228782
Q1102570	P47	Q231912
Q1102570	P47	Q193197
Q1102570	P47	Q1159874
Q1102570	P47	Q193079
Q1102570	P47	Q194806
Q1102570	P47	Q684302
Q200747	P131	Q131314
Q200747	P1376	Q131314
Q200747	P361	Q131314
Q200747	P190	Q49256
Q200747	P47	Q819670
Q625444	P131	Q12679
Q625444	P138	Q12679
Q625444	P47	Q637483
Q21747	P131	Q1270623
Q21747	P131	Q12652
Q21747	P47	Q21727
Q21747	P47	Q21839
Q21747	P47	Q21771
Q21747	P47	Q21715
Q3464400	P131	Q12556
Q3464400	P1366	Q288
Q926122	P131	Q1270623
Q926122	P131	Q12626
Q926122	P47	Q1062354
Q926122	P47	Q684302
Q926122	P47	Q733184
Q1001956	P131	Q3068
Q1001956	P47	Q478
Q1001956	P47	Q923382
Q1001956	P47	Q666021
Q1001956	P47	Q1165169
Q21789	P131	Q12652
Q21789	P131	Q12652
Q21789	P47	Q22126
Q21789	P47	Q21688
Q21789	P47	Q21987
Q21789	P47	Q22220
Q21789	P47	Q22912
Q21789	P47	Q22924
Q22445	P131	Q12652
Q22445	P131	Q12652
Q22445	P47	Q21612
Q22445	P47	Q21877
Q22445	P47	Q22356
Q22445	P47	Q21951
Q22445	P47	Q22036
Q22445	P47	Q21831
Q22445	P47	Q21900
Q1204211	P47	Q213324
Q1204211	P47	Q846338
Q1204211	P47	Q838672
Q1204211	P1365	Q838672
Q8047937	P1366	Q990371
Q8047937	P3842	Q990371
Q1060182	P131	Q1270623
Q1060182	P131	Q12626
Q1060182	P47	Q225748
Q1060182	P47	Q627292
Q1060182	P47	Q208666
Q1060182	P47	Q1101319
Q1060182	P47	Q592439
Q177589	P131	Q3353
Q177589	P47	Q177842
Q177589	P47	Q178950
Q177589	P47	Q1016102
Q177589	P47	Q175944
Q21923	P131	Q12652
Q21923	P131	Q12652
Q21923	P47	Q22138
Q21923	P47	Q21766
Q21923	P47	Q21784
Q21923	P47	Q22167
Q21923	P47	Q22355
Q21923	P47	Q22217
Q201276	P131	Q3353
Q201276	P47	Q203144
Q201276	P47	Q860707
Q201276	P47	Q860657
Q201276	P47	Q187625
Q201276	P47	Q1079039
Q201276	P47	Q200041
Q201276	P47	Q203629
Q201276	P47	Q970382
Q201276	P47	Q1012448
Q1138735	P131	Q12556
Q1138735	P47	Q1138760
Q1138735	P47	Q671169
Q1138735	P47	Q1171292
Q1138735	P47	Q748742
Q1138735	P47	Q816455
Q12808	P36	Q45656
Q12808	P150	Q45656
Q12808	P131	Q18678082
Q12808	P47	Q3266
Q12808	P47	Q3326
Q12808	P47	Q3353
Q12808	P47	Q3357
Q12808	P47	Q12804
Q12808	P47	Q12553
Q12808	P150	Q178820
Q200242	P131	Q3353
Q200242	P47	Q673204
Q200242	P47	Q948142
Q200242	P47	Q1011195
Q200242	P47	Q605516
Q200242	P47	Q1016339
Q1098161	P131	Q12679
Q1098161	P47	Q1047512
Q1098161	P47	Q1347328
Q1098161	P47	Q1157369
Q1098161	P47	Q1157489
Q209154	P131	Q1270623
Q209154	P131	Q12626
Q209154	P47	Q22118
Q209154	P47	Q22288
Q209154	P47	Q508265
Q209154	P47	Q635163
Q209154	P47	Q192750
Q21999	P131	Q1270623
Q21999	P131	Q12652
Q21999	P47	Q21765
Q21999	P47	Q22927
Q21999	P47	Q21978
Q21999	P47	Q22055
Q21999	P47	Q22913
Q21999	P47	Q22219
Q250953	P131	Q12679
Q250953	P47	Q1095512
Q250953	P47	Q1095117
Q250953	P47	Q212572
Q250953	P47	Q212298
Q250953	P47	Q1340467
Q250953	P47	Q751789
Q21715	P131	Q1270623
Q21715	P131	Q12652
Q21715	P47	Q22388
Q21715	P47	Q21727
Q21715	P47	Q21818
Q21715	P47	Q21725
Q21715	P47	Q21839
Q21715	P47	Q21731
Q21715	P47	Q21747
Q670472	P131	Q1270623
Q670472	P131	Q12626
Q670472	P47	Q1065677
Q670472	P47	Q1102160
Q670472	P47	Q223612
Q670472	P47	Q1099419
Q670472	P47	Q670459
Q460835	P190	Q209683
Q460835	P190	Q602903
Q460835	P190	Q1354396
Q460835	P190	Q1204975
Q460835	P190	Q461020
Q460835	P190	Q132412
Q460835	P190	Q24335
Q460835	P131	Q161454
Q460835	P47	Q855059
Q460835	P47	Q191300
Q460835	P1365	Q191300
Q460835	P47	Q1156290
Q460835	P47	Q1156043
Q460835	P47	Q1357346
Q460835	P47	Q1350204
Q460835	P47	Q467487
Q460835	P47	Q863739
Q460835	P1365	Q11392599
Q460835	P1365	Q11407936
Q460835	P1365	Q11520215
Q460835	P1365	Q11479167
Q460835	P1365	Q11423112
Q460835	P1365	Q11643128
Q460835	P1365	Q11666725
Q460835	P1365	Q11425824
Q460835	P1365	Q11484688
Q460835	P1365	Q4830997
Q460835	P1365	Q5651471
Q597	P190	Q3739
Q597	P190	Q8678
Q597	P190	Q1781
Q597	P190	Q1486
Q597	P190	Q3897
Q597	P190	Q2807
Q597	P190	Q3889
Q597	P190	Q1335
Q597	P190	Q3551
Q597	P190	Q1435
Q597	P190	Q3572
Q597	P190	Q1899
Q597	P190	Q956
Q21616	P131	Q12652
Q21616	P131	Q12652
Q21616	P47	Q22357
Q21616	P47	Q21642
Q21616	P47	Q21956
Q21616	P47	Q21611
Q21616	P47	Q22379
Q21616	P47	Q21880
Q21616	P47	Q21830
Q209904	P131	Q12652
Q209904	P131	Q12626
Q209904	P47	Q972355
Q209904	P47	Q228791
Q209904	P47	Q208274
Q209904	P47	Q1097162
Q200589	P190	Q6548
Q200589	P131	Q44843
Q200589	P1376	Q44843
Q200589	P361	Q44843
Q11363002	P1366	Q695920
Q11363002	P3842	Q695920
Q1023784	P47	Q633922
Q1023784	P47	Q633647
Q1023784	P47	Q696772
Q691691	P131	Q132936
Q691691	P47	Q200078
Q691691	P47	Q863741
Q1070649	P131	Q12549
Q1070649	P47	Q1074583
Q1070649	P47	Q656425
Q1070649	P47	Q673787
Q1070649	P47	Q1228452
Q1070649	P47	Q656415
Q1070649	P47	Q208605
Q1155876	P131	Q1270623
Q1155876	P131	Q12626
Q1155876	P47	Q1102167
Q1155876	P47	Q634045
Q1155876	P47	Q1159860
Q1155876	P47	Q1096665
Q22234	P131	Q1270623
Q22234	P131	Q12652
Q22234	P47	Q21918
Q22234	P47	Q22092
Q22234	P47	Q21702
Q22234	P47	Q22224
Q475738	P131	Q12549
Q475738	P47	Q646634
Q475738	P47	Q1063105
Q475738	P47	Q1074620
Q475738	P47	Q196470
Q475738	P47	Q1074809
Q475738	P47	Q260148
Q475738	P47	Q195853
Q475738	P47	Q923382
Q475738	P47	Q1065350
Q475738	P47	Q1165169
Q475738	P47	Q666305
Q152027	P131	Q3068
Q152027	P47	Q213481
Q152027	P47	Q1065409
Q152027	P47	Q656483
Q152027	P47	Q1065461
Q152027	P47	Q1385617
Q152027	P47	Q1064376
Q219651	P131	Q12549
Q219651	P47	Q210580
Q219651	P47	Q193501
Q219651	P47	Q1046621
Q219651	P47	Q227446
Q219651	P47	Q216677
Q674687	P131	Q12679
Q674687	P47	Q250917
Q674687	P47	Q181397
Q674687	P47	Q248760
Q674687	P47	Q818913
Q683858	P47	Q38234
Q683858	P47	Q596469
Q683858	P47	Q1205851
Q174	P190	Q1491
Q174	P190	Q3805
Q174	P190	Q2933
Q174	P190	Q3703
Q174	P190	Q1781
Q174	P190	Q1486
Q174	P190	Q1297
Q174	P190	Q100188
Q174	P190	Q3766
Q174	P190	Q1953
Q174	P190	Q1563
Q174	P190	Q44059
Q174	P190	Q2868
Q174	P190	Q597
Q174	P190	Q3897
Q174	P190	Q1335
Q174	P190	Q181966
Q174	P190	Q35765
Q174	P190	Q956
Q174	P190	Q8684
Q174	P190	Q172
Q174	P190	Q159273
Q174	P190	Q1489
Q174	P190	Q2887
Q174	P190	Q1490
Q174	P190	Q8652
Q1341559	P131	Q12679
Q1341559	P47	Q1157464
Q1341559	P47	Q248832
Q1341559	P47	Q367696
Q1341559	P47	Q1095786
Q1341559	P47	Q1095055
Q1341559	P47	Q277108
Q1341559	P47	Q1441758
Q1341559	P47	Q846105
Q1341559	P47	Q251323
Q617980	P131	Q1270623
Q617980	P131	Q12626
Q617980	P47	Q1002652
Q617980	P47	Q1064027
Q617980	P47	Q1002667
Q617980	P47	Q212307
Q617980	P47	Q535358
Q617980	P47	Q651399
Q617980	P47	Q497719
Q617980	P47	Q544681
Q696772	P131	Q83273
Q696772	P361	Q83273
Q696772	P1365	Q10901400
Q696772	P1365	Q11642788
Q696772	P47	Q204249
Q696772	P47	Q633647
Q696772	P47	Q1349185
Q696772	P47	Q1023784
Q696772	P190	Q270814
Q840603	P131	Q125863
Q840603	P47	Q1347444
Q840603	P47	Q1349021
Q840603	P47	Q1347420
Q840603	P47	Q593586
Q840603	P47	Q1348209
Q840603	P47	Q633272
Q840603	P190	Q520428
Q1347680	P131	Q12679
Q1347680	P47	Q251163
Q1347680	P47	Q251122
Q1347680	P47	Q212417
Q1347680	P47	Q212385
Q873553	P131	Q122723
Q873553	P47	Q857218
Q873553	P47	Q696412
Q196553	P131	Q12549
Q196553	P47	Q226659
Q196553	P47	Q1011589
Q21951	P131	Q1270623
Q21951	P131	Q12652
Q21951	P47	Q21626
Q21951	P47	Q21574
Q21951	P47	Q21646
Q21951	P47	Q22445
Q21951	P47	Q21877
Q21951	P47	Q22356
Q21951	P47	Q21663
Q495656	P131	Q3353
Q495656	P47	Q173722
Q495656	P47	Q1011231
Q21841	P131	Q12652
Q21841	P131	Q12652
Q21841	P47	Q21620
Q21841	P47	Q21903
Q21841	P47	Q21897
Q1000232	P47	Q28848
Q1000232	P47	Q983979
Q1000232	P47	Q144180
Q319282	P131	Q1270623
Q319282	P131	Q12626
Q319282	P47	Q1060751
Q319282	P47	Q208728
Q319282	P47	Q990896
Q319282	P47	Q929010
Q319282	P47	Q732887
Q319282	P47	Q1064060
Q319282	P47	Q1046733
Q11676126	P1366	Q7849926
Q11676126	P3842	Q857202
Q261941	P131	Q12584
Q261941	P1366	Q21008044
Q261941	P47	Q21008044
Q261941	P47	Q2264404
Q261941	P47	Q1383826
Q243883	P131	Q3364
Q21627	P131	Q1270623
Q21627	P131	Q12652
Q21627	P47	Q21819
Q21627	P47	Q21745
Q21627	P47	Q21722
Q21627	P47	Q21850
Q21627	P47	Q21655
Q1354815	P131	Q1490
Q21657	P131	Q12652
Q21657	P131	Q12652
Q21657	P47	Q21777
Q21657	P47	Q22017
Q21657	P47	Q22703
Q21657	P47	Q22385
Q1867	P190	Q16555
Q1867	P190	Q3792
Q1867	P190	Q8684
Q1867	P190	Q62
Q1867	P190	Q34820
Q1867	P190	Q3238
Q1867	P190	Q37320
Q1867	P190	Q6346
Q1867	P190	Q52996
Q1867	P190	Q16556
Q1867	P190	Q65
Q1867	P190	Q23556
Q1867	P190	Q34863
Q1867	P190	Q3926
Q1867	P190	Q3070
Q1867	P190	Q3876
Q1867	P190	Q621
Q1867	P190	Q41699
Q1867	P190	Q2933
Q1867	P190	Q3306
Q1867	P190	Q3274
Q1867	P190	Q3110
Q1867	P190	Q270
Q1867	P190	Q100
Q1867	P190	Q16557
Q1867	P190	Q3718
Q1867	P190	Q3726
Q1867	P190	Q3739
Q1867	P190	Q3904
Q1867	P190	Q23430
Q1867	P190	Q1491
Q1867	P190	Q1555
Q1867	P190	Q3748
Q1867	P190	Q216
Q1867	P190	Q12919
Q1867	P190	Q1773
Q1867	P190	Q3777
Q1867	P190	Q1085
Q1867	P190	Q43196
Q1867	P190	Q1361
Q1867	P190	Q1861
Q1867	P190	Q25395
Q1867	P190	Q38807
Q954562	P131	Q1270623
Q954562	P131	Q12626
Q954562	P47	Q209252
Q954562	P47	Q40898
Q954562	P47	Q642356
Q954562	P47	Q320308
Q28723535	P1365	Q21979698
Q28723535	P1365	Q647089
Q28723535	P131	Q12564
Q28723535	P47	Q160927
Q22332	P131	Q12652
Q22332	P131	Q12652
Q22332	P47	Q22754
Q22332	P47	Q22025
Q22332	P47	Q22336
Q22332	P47	Q22004
Q1011589	P131	Q12549
Q1011589	P47	Q765392
Q1011589	P47	Q226659
Q1011589	P47	Q1010990
Q1011589	P47	Q1063126
Q1011589	P47	Q196553
Q1011589	P47	Q1074650
Q1011589	P47	Q1074574
Q1011589	P47	Q626582
Q1011589	P47	Q213505
Q1011589	P47	Q193691
Q1011589	P47	Q196470
Q1011589	P47	Q538674
Q1011589	P47	Q1070395
Q21953	P131	Q1270623
Q21953	P131	Q12652
Q21953	P47	Q22695
Q21953	P47	Q21950
Q21953	P47	Q21858
Q21953	P47	Q22322
Q21953	P47	Q21837
Q21953	P47	Q21823
Q21953	P47	Q21825
Q942992	P131	Q1270623
Q942992	P131	Q12626
Q942992	P47	Q1097055
Q942992	P47	Q208728
Q942992	P47	Q988245
Q942992	P47	Q229372
Q942992	P47	Q1101374
Q942992	P47	Q1047908
Q942992	P47	Q1096989
Q41211	P190	Q2807
Q41211	P190	Q1489
Q41211	P190	Q487704
Q1164872	P131	Q3068
Q1164872	P47	Q765983
Q1164872	P47	Q673694
Q1164872	P47	Q544305
Q1164872	P47	Q1065301
Q1164872	P47	Q1226665
Q3068	P36	Q12191
Q3068	P150	Q12191
Q3068	P131	Q16994
Q3068	P47	Q12798
Q3068	P47	Q12584
Q3068	P47	Q12549
Q3068	P47	Q12642
Q3068	P150	Q478
Q3068	P150	Q54804
Q3068	P150	Q134204
Q3068	P150	Q145921
Q3068	P150	Q152027
Q3068	P150	Q213481
Q3068	P150	Q213515
Q3068	P150	Q259624
Q3068	P150	Q271407
Q3068	P150	Q273922
Q3068	P150	Q291197
Q3068	P150	Q304553
Q3068	P150	Q326453
Q3068	P150	Q328077
Q3068	P150	Q337636
Q3068	P150	Q372691
Q3068	P150	Q383472
Q3068	P150	Q386418
Q3068	P150	Q388255
Q3068	P150	Q427911
Q3068	P150	Q457613
Q3068	P150	Q501971
Q3068	P150	Q508314
Q3068	P150	Q509512
Q3068	P150	Q515756
Q3068	P150	Q517466
Q3068	P150	Q521253
Q3068	P150	Q531686
Q3068	P150	Q534441
Q3068	P150	Q535996
Q3068	P150	Q540940
Q3068	P150	Q542927
Q3068	P150	Q544305
Q3068	P150	Q546610
Q3068	P150	Q548499
Q3068	P150	Q548727
Q3068	P150	Q588056
Q3068	P150	Q592632
Q3068	P150	Q595371
Q3068	P150	Q606296
Q3068	P150	Q607079
Q3068	P150	Q609905
Q3068	P150	Q611877
Q3068	P150	Q618034
Q3068	P150	Q623808
Q3068	P150	Q624465
Q3068	P150	Q626314
Q3068	P150	Q630193
Q3068	P150	Q631181
Q3068	P150	Q631274
Q3068	P150	Q632139
Q3068	P150	Q632295
Q3068	P150	Q633101
Q3068	P150	Q635172
Q3068	P150	Q636472
Q3068	P150	Q639618
Q3068	P150	Q643971
Q3068	P150	Q645994
Q3068	P150	Q646812
Q3068	P150	Q648737
Q3068	P150	Q650520
Q3068	P150	Q653380
Q3068	P150	Q653874
Q3068	P150	Q656483
Q3068	P150	Q657190
Q3068	P150	Q657894
Q3068	P150	Q658368
Q3068	P150	Q664650
Q3068	P150	Q664678
Q3068	P150	Q666021
Q3068	P150	Q666111
Q3068	P150	Q668708
Q3068	P150	Q668834
Q3068	P150	Q669957
Q3068	P150	Q670865
Q3068	P150	Q672231
Q3068	P150	Q673671
Q3068	P150	Q673694
Q3068	P150	Q675750
Q3068	P150	Q677325
Q3068	P150	Q680876
Q3068	P150	Q680923
Q3068	P150	Q681819
Q3068	P150	Q686000
Q3068	P150	Q686858
Q3068	P150	Q687553
Q3068	P150	Q687935
